price,carat,cut,color,clarity,polish,symmetry,flourescence,depth,table,lengthWidth,culet
11444,1.62,1,3,2,2,1,8,62.6,59,1.34,0
11451,1.51,0,5,4,2,1,5,54,66,1.42,0
11452,1.53,1,6,1,2,1,8,59.7,61,1.42,0
11455,1.7,1,2,1,2,1,8,63.3,62,1.32,0
11525,1.8,0,4,0,2,1,5,68.7,54,1.33,0
11526,1.8,1,2,0,1,1,8,62.6,58,1.34,0
11537,1.52,1,6,1,2,1,8,60.6,60,1.35,0
11560,1.5,1,4,2,2,1,7,62.2,60,1.39,0
11561,1.7,1,2,1,2,1,8,64.1,60,1.43,0
11566,1.86,1,1,5,2,2,5,64.7,63,1.32,0
11567,1.6,1,4,3,1,1,8,62.6,58,1.35,0
11573,1.7,1,4,1,1,2,3,62.5,59,1.34,0
11584,1.5,1,4,2,2,2,4,58,61,1.36,0
11589,1.51,1,4,2,2,1,8,64.8,58,1.39,0
11590,1.07,1,6,5,2,1,8,62.6,56,1.39,0
11590,1.07,1,6,5,1,1,8,63.4,53,1.44,0
11596,1.51,1,4,1,2,1,8,61,61,1.37,0
11599,2,1,0,1,2,2,8,61.6,61,1.34,0
11605,1.5,1,5,1,2,1,8,63.7,62,1.34,0
11609,1.5,1,4,1,2,1,8,58.3,61,1.41,0
11621,1.7,1,5,0,2,1,8,63.2,60,1.35,0
11624,1.53,1,3,2,2,1,8,62.3,61,1.42,0
11637,2.01,0,2,0,2,0,8,66.5,53,1.29,0
11638,1.71,0,3,2,2,1,5,66.4,58,1.31,0
11640,1.22,1,5,5,2,2,8,59.5,61,1.36,0
11641,1.55,1,3,2,2,2,8,63.4,61,1.4,0
11653,1.5,1,5,1,2,1,8,63.5,61,1.38,0
11665,1.61,1,1,6,2,2,8,62.9,62,1.44,0
11668,1.55,1,3,2,2,2,8,61.3,62,1.45,0
11675,1.51,1,6,2,2,0,7,64.3,57,1.33,0
11679,1.52,1,6,1,2,2,8,61.6,60,1.4,0
11681,1.51,1,5,1,2,1,8,62.3,60,1.34,0
11686,1.6,1,3,1,2,1,7,63,60,1.34,0
11696,1.5,1,3,3,2,1,8,63.4,60,1.34,0
11713,1.51,1,3,3,2,1,8,64.7,57,1.31,0
11719,1.7,1,6,1,2,2,3,61.4,60,1.34,0
11735,1.8,1,3,0,1,1,8,63.4,61,1.4,0
11740,1.7,1,4,1,2,0,3,62.2,61,1.34,0
11741,1.5,1,5,2,1,1,8,64,58,1.36,0
11753,2.01,1,0,2,2,2,8,63.4,57,1.36,0
11756,1.5,1,6,1,2,2,7,61.5,59,1.36,0
11806,1.8,1,6,0,2,1,3,62.7,60,1.35,0
11810,1.51,1,3,3,2,2,8,63,62,1.35,0
11811,1.9,1,1,1,2,2,8,65,56,1.47,0
11815,1.5,1,3,2,2,2,8,63.4,58,1.36,0
11854,2.01,1,1,1,2,1,3,62.7,57,1.41,0
11885,1.5,1,3,4,2,2,7,61.6,64,1.46,0
11906,2.01,1,0,3,1,1,8,57.6,57,1.42,0
11906,2.2,1,0,0,2,2,7,60.5,57,1.35,0
11922,1.5,1,6,2,2,1,8,64.1,58,1.32,0
11934,1.7,1,3,1,2,1,8,60.5,60,1.35,0
11955,1.7,0,6,1,1,0,3,56.7,54,1.31,0
11968,1.72,1,2,1,2,2,8,64.9,63,1.3,0
11970,2.11,1,0,1,2,2,8,63.5,58,1.35,0
11989,1.6,1,3,1,2,1,8,62,61,1.4,0
12010,1.8,0,2,2,2,2,8,68.8,56,1.29,0
12023,1.71,0,6,0,0,0,8,59.2,65,1.38,0
12053,1.9,1,1,1,2,1,8,61.1,60,1.35,0
12056,2,1,1,0,2,1,8,61.9,58,1.34,0
12087,1.81,1,3,0,2,1,8,62.6,57,1.37,0
12103,1.5,1,4,2,2,1,8,64.1,57,1.4,0
12108,1.5,0,3,3,2,1,8,65.6,57,1.48,0
12108,1.51,1,6,1,1,1,8,64.6,62,1.41,0
12116,2.01,1,1,0,2,1,8,63.7,53,1.43,0
12120,1.8,1,2,1,2,1,8,63,61,1.34,0
12120,1.8,1,1,4,2,2,8,63.4,62,1.34,0
12126,1.51,1,3,3,2,2,8,62.8,58,1.35,0
12127,2,1,1,0,2,1,8,60.5,61,1.39,0
12130,1.54,1,4,2,2,1,8,60.9,57,1.42,0
12142,1.01,1,5,5,2,2,8,61.5,59,1.39,0
12158,1.52,1,4,2,2,1,8,62.6,59,1.35,0
12164,1.5,1,5,2,2,1,7,61.2,62,1.34,0
12189,2.01,1,3,0,2,1,8,58.6,60,1.4,0
12194,1.5,0,4,3,2,1,8,65.4,57,1.4,0
12195,1.61,0,2,6,2,2,8,65.9,57,1.3,0
12208,1.51,1,6,3,2,2,4,64.1,58,1.29,0
12208,1.51,1,6,3,2,1,5,64.3,63,1.35,0
12212,2.01,1,0,4,2,1,7,62.5,59,1.35,0
12215,1.55,1,3,1,2,2,8,61.7,59,1.42,0
12224,1.7,1,2,2,2,1,8,61.7,61,1.37,0
12231,1.81,0,2,4,2,2,8,68.3,53,1.28,0
12259,2,1,1,1,2,1,8,63.8,61,1.33,0
12274,1.5,1,4,2,2,1,8,59.3,58,1.33,0
12279,2,1,0,1,2,2,8,63.2,59,1.37,0
12300,1.7,1,3,1,2,0,8,61.2,62,1.34,0
12313,1.7,1,5,1,2,0,8,64.9,54,1.32,0
12315,1.5,1,5,2,2,1,8,60.8,61,1.4,0
12318,1.8,0,2,2,2,1,8,68.8,54,1.46,0
12324,1.5,1,4,2,2,1,8,64.4,60,1.33,0
12354,1.6,1,3,2,2,2,8,61,60,1.31,0
12365,2,1,2,0,2,1,8,62.8,60,1.34,0
12369,1.7,1,2,2,1,1,8,59.4,59,1.4,0
12384,2.03,1,1,0,2,2,8,64.5,58,1.32,0
12393,1.51,1,3,4,2,2,8,64.9,54,1.33,0
12422,1.5,1,6,2,2,1,8,62.6,57,1.36,0
12424,1.73,1,2,1,2,1,8,61.2,62,1.35,0
12428,1.53,1,4,2,2,2,8,62,59,1.33,0
12443,2,1,1,0,2,1,8,60.5,61,1.34,1
12469,1.7,1,3,1,2,1,8,64.3,63,1.32,0
12478,1.5,1,5,2,2,1,8,59.3,60,1.35,0
12480,2.01,1,3,0,1,1,8,62.8,58,1.38,0
12481,1.7,1,6,1,2,2,1,62.5,59,1.36,0
12495,1.51,1,3,3,2,1,8,64.6,59,1.33,0
12511,1.63,1,3,1,2,1,8,61.4,60,1.39,0
12543,1.7,1,4,1,2,1,8,62.5,61,1.34,0
12544,1.53,1,4,2,2,2,8,64.5,58,1.33,0
12544,2.02,1,2,1,2,2,1,61.7,58,1.36,0
12562,2.02,1,2,0,2,1,8,62.4,58,1.34,0
12566,1.75,1,2,1,2,2,8,59.6,61,1.34,0
12567,1.53,1,3,4,2,2,8,62.5,59,1.4,0
12570,2,1,0,5,2,2,3,63.3,62,1.34,0
12575,1.71,1,3,1,1,2,8,63.5,57,1.4,0
12581,2.4,1,0,0,2,1,8,60.5,57,1.35,0
12589,1.83,1,4,0,2,1,8,62.6,59,1.39,0
12600,2,1,1,0,2,2,8,62,60,1.36,0
12601,1.3,1,5,5,2,1,8,61.9,62,1.41,0
12643,2.02,0,0,2,1,1,8,66,58,1.3,0
12650,2.12,1,0,2,2,2,8,59.3,60,1.38,0
12657,1.5,1,5,2,2,2,8,62.8,61,1.34,0
12675,2,1,1,0,1,1,8,62.8,61,1.34,0
12687,2,1,1,1,2,1,7,63.5,62,1.34,0
12701,1.71,1,3,1,2,2,8,63.6,60,1.34,0
12706,2.01,1,1,1,2,2,7,61.1,60,1.3,0
12746,2.02,1,1,1,2,1,3,63.4,58,1.39,0
12770,2.03,1,0,2,2,2,8,60.2,62,1.41,0
12776,1.7,1,3,1,2,1,8,62.3,61,1.34,0
12780,1.2,1,6,6,2,1,8,63.7,58,1.48,0
12786,2.01,1,1,1,0,1,8,58.3,62,1.37,0
12792,1.7,1,3,1,2,1,8,63.5,62,1.34,0
12797,1.92,1,1,3,2,1,7,61.8,60,1.35,0
12812,1.56,1,5,1,2,2,8,62.9,60,1.4,0
12819,1.51,1,4,2,2,1,8,62.6,58,1.34,0
12819,1.7,0,5,2,2,1,5,66.9,60,1.3,0
12831,2.01,1,2,0,2,1,7,59,61,1.39,0
12844,1.81,1,2,2,2,1,8,63.6,62,1.34,0
12856,1.7,1,4,1,2,2,8,63.2,59,1.38,0
12863,2.01,1,2,0,2,1,8,63.3,61,1.41,0
12867,1.7,1,2,1,2,1,8,60.2,61,1.35,0
12879,1.78,0,3,1,1,0,7,65.1,58,1.41,0
12892,1.7,0,4,1,2,2,8,66,52,1.28,0
12892,1.7,0,4,1,0,0,8,62.3,66,1.44,0
12893,1.81,0,3,2,1,0,8,67.3,59,1.3,0
12909,2.01,1,1,1,2,1,8,61.4,60,1.37,0
12919,1.5,1,6,2,2,1,8,62.1,60,1.42,0
12931,2,1,1,1,2,1,5,61.4,61,1.34,0
12940,1.7,1,3,1,2,2,8,63.8,58,1.36,0
12941,1.53,1,3,4,2,2,7,62.6,59,1.45,0
12958,1.7,1,4,0,2,2,8,63,60,1.34,0
12963,1.5,1,6,2,2,1,8,59.3,62,1.37,0
12966,1.6,1,6,2,2,1,2,63.2,61,1.38,0
12972,2.02,1,2,0,2,1,8,63.3,57,1.35,0
12978,1.56,1,4,3,1,1,8,59.9,59,1.33,0
12981,1.52,1,5,2,2,2,8,59,60,1.41,0
12987,1.5,1,4,3,2,2,7,63.5,59,1.34,0
12987,2.01,1,1,0,2,1,8,60.9,61,1.34,0
13003,2.01,1,1,0,2,2,8,63.4,59,1.37,0
13019,2,1,2,0,2,1,8,63.3,60,1.34,0
13036,2,1,1,2,2,1,7,64.5,64,1.32,0
13057,2.54,1,0,0,2,1,8,58.3,59,1.36,0
13071,1.32,1,5,4,2,2,8,63.1,55,1.33,0
13084,1.51,1,5,2,2,2,8,61.5,62,1.36,0
13084,1.7,0,2,3,2,1,8,67.7,53,1.4,0
13094,2.01,1,0,6,2,1,8,59.6,63,1.35,0
13095,1.55,1,5,2,2,2,8,62.7,57,1.36,0
13099,2,1,1,0,2,1,8,62.5,59,1.4,0
13133,1.4,1,4,5,2,1,8,63.5,61,1.33,0
13134,1.5,1,4,2,2,1,8,64.9,59,1.4,0
13137,2.01,1,1,1,2,1,7,62.4,62,1.36,0
13138,1.71,1,6,1,1,0,8,57.9,62,1.44,0
13141,1.71,1,4,1,2,1,8,62.8,61,1.34,0
13142,1.07,1,6,7,2,2,8,63.6,59,1.37,0
13150,2.5,1,0,0,2,1,7,63.6,60,1.35,0
13160,1.71,1,2,3,2,1,8,57.7,63,1.45,0
13163,2.23,0,0,3,1,0,8,55.8,58,1.48,0
13208,1.6,1,5,2,2,1,8,64,56,1.3,0
13225,2.01,1,1,1,2,2,8,64.1,62,1.38,4
13229,1.3,1,5,5,1,1,8,57.8,62,1.33,0
13229,1.52,1,4,2,2,2,8,62.1,60,1.41,0
13240,1.7,0,3,4,1,1,8,66,56,1.59,0
13241,2.05,1,1,1,2,2,8,62.3,59,1.38,0
13250,2.01,1,4,0,2,2,3,63,59,1.35,0
13277,1.7,1,3,1,2,1,8,63.4,61,1.34,0
13281,1.7,1,3,2,2,1,8,64.5,61,1.33,0
13286,1.51,1,6,5,2,1,5,62.5,57,1.4,0
13310,1.6,1,5,2,2,2,8,62.7,61,1.35,0
13328,2.02,1,1,1,2,1,8,60.5,61,1.34,0
13333,1.56,1,3,5,2,2,8,60.9,61,1.45,0
13334,2.24,1,0,1,2,2,8,63.4,58,1.35,0
13338,2.3,1,0,1,1,2,7,62,60,1.37,0
13340,1.54,1,4,3,2,2,8,62,54,1.39,0
13344,2.02,1,2,0,2,2,8,64.2,60,1.33,0
13349,1.82,1,6,2,2,2,1,63.8,60,1.4,0
13354,1.71,1,2,4,2,2,8,62.9,57,1.43,0
13370,1.9,0,2,2,2,2,7,68.9,54,1.29,0
13374,2.01,0,2,1,2,0,8,66.9,57,1.28,0
13377,1.7,1,6,1,2,1,7,62.9,62,1.34,0
13377,1.85,1,3,0,2,2,8,61.9,59,1.38,0
13378,1.01,1,6,6,2,1,8,62,58,1.4,0
13383,1.51,1,6,3,2,2,7,63,59,1.34,0
13392,1.53,1,6,2,2,2,8,63.4,62,1.35,0
13424,1.51,1,5,2,2,1,8,60.8,61,1.35,0
13426,2.51,1,0,0,1,1,8,64.4,61,1.31,0
13434,1.55,1,6,2,2,2,8,60.9,58,1.38,0
13434,2.02,1,4,0,2,1,3,64.5,58,1.34,0
13447,1.51,0,6,5,2,2,1,66.6,65,1.46,0
13454,2.01,0,0,3,1,0,8,65.3,59,1.21,1
13460,1.7,0,6,1,2,2,8,66,59,1.46,0
13479,2.6,1,0,0,2,1,8,60.7,61,1.39,0
13491,1.51,0,5,3,2,2,8,65.9,58,1.33,0
13496,2.01,1,1,1,2,2,8,65,62,1.32,0
13501,1.7,1,3,2,2,1,7,63.7,61,1.35,0
13531,2.01,1,1,2,2,1,7,62.7,61,1.35,0
13538,1.51,0,6,3,2,2,8,65.4,57,1.35,0
13543,2.03,1,1,0,2,1,8,64.1,58,1.39,0
13556,1.7,1,3,2,2,2,7,64.5,61,1.35,0
13557,1.3,1,6,6,2,2,7,58.9,62,1.45,0
13559,2.52,1,0,0,2,1,8,62.4,61,1.34,0
13565,2.2,1,0,5,2,2,8,61.4,59,1.35,0
13575,1.53,1,4,4,2,2,8,64.9,58,1.32,0
13582,1.9,1,3,0,2,1,8,62.1,61,1.34,0
13587,2.01,1,1,1,2,1,8,64.5,63,1.33,0
13620,1.2,0,6,6,2,1,8,66.3,58,1.45,0
13620,2.09,1,3,0,2,2,5,60.6,58,1.36,0
13633,1.61,1,6,1,2,1,8,61.1,62,1.34,0
13634,2.5,1,0,0,2,1,8,61.3,61,1.36,0
13639,1.51,1,5,2,2,2,8,62.5,57,1.36,0
13650,1.33,1,6,5,2,2,8,62.9,61,1.38,0
13656,1.38,1,5,4,2,2,8,63.4,55,1.34,0
13679,1.71,1,3,1,2,2,8,58.1,60,1.4,0
13680,1.71,0,4,3,2,0,7,66.7,58,1.31,0
13687,1.08,1,6,7,2,2,8,59.3,61,1.45,0
13695,2.02,1,1,1,2,1,8,61.8,61,1.34,0
13706,1.51,1,6,2,2,2,8,61.8,56,1.33,0
13709,1.7,0,6,2,2,1,8,66.1,58,1.3,0
13715,1.5,1,4,3,1,1,8,57.1,60,1.4,0
13726,1.51,1,6,3,2,2,8,62.7,57,1.34,0
13732,1.21,1,6,6,2,2,8,62.5,59,1.39,0
13756,2,1,1,1,2,1,8,61.3,61,1.34,0
13758,1.53,1,6,2,2,2,8,61.9,59,1.43,0
13762,1.51,1,4,4,2,2,8,65,57,1.44,0
13769,2.02,1,3,0,2,1,5,63,60,1.41,0
13771,1.51,1,4,3,2,2,8,59.2,58,1.39,0
13805,1.73,1,4,1,2,2,8,63.5,57,1.36,0
13817,1.51,1,5,2,2,2,8,63.1,61,1.48,0
13822,1.27,1,6,6,2,1,8,59.2,60,1.48,0
13831,1.7,0,6,1,1,0,7,54.1,55,1.33,0
13851,1.71,1,4,1,2,1,8,63.9,59,1.34,0
13871,2.25,1,1,0,2,2,8,60.4,60,1.38,0
13912,1.71,1,6,1,2,1,8,63.4,62,1.38,0
13942,1.51,1,6,2,2,1,8,63.9,58,1.33,0
13942,1.51,1,5,2,2,2,8,64.9,55,1.31,0
13956,2.02,1,1,0,2,1,8,63.2,61,1.35,0
13965,1.7,1,3,1,2,1,8,58.6,58,1.37,0
14002,2.5,0,0,3,2,1,8,66.6,60,1.35,0
14014,1.3,1,4,6,2,1,8,63.1,55,1.33,0
14035,1.9,1,2,1,1,0,8,60,60,1.36,0
14036,2.4,1,0,2,2,2,3,63.3,60,1.34,0
14043,1.9,1,2,1,2,1,8,62.6,58,1.34,0
14055,1.7,1,5,1,2,1,7,60.6,60,1.44,0
14072,1.7,1,6,1,2,1,7,63.6,58,1.3,0
14100,1.3,1,5,6,1,1,8,62.6,57,1.38,0
14109,1.7,1,4,1,2,1,8,60.4,60,1.34,0
14165,2.21,1,0,4,2,1,8,59,61,1.39,0
14175,1.51,1,6,2,2,1,8,63.8,58,1.42,0
14177,2.02,0,3,0,2,1,8,66.4,58,1.37,0
14187,2,1,3,0,2,1,8,64.3,63,1.31,0
14190,1.71,1,4,1,2,1,8,60.8,60,1.36,0
14207,1.31,1,6,5,2,2,8,58.4,61,1.46,0
14207,1.8,1,3,1,2,1,8,63.3,62,1.34,0
14259,1.7,1,5,1,2,2,8,63,59,1.36,0
14294,1.83,1,4,1,2,2,8,65,57,1.31,0
14303,1.51,1,6,2,1,1,8,63.7,60,1.41,0
14311,2.51,1,0,0,1,0,8,61,59,1.4,0
14357,1.7,0,4,2,2,1,8,65.9,58,1.42,0
14395,1.8,1,5,1,2,1,4,61.7,60,1.35,0
14396,2.01,1,1,0,2,2,8,61.1,58,1.39,0
14417,2.07,1,1,1,2,2,8,60.1,58,1.4,0
14425,1.5,1,4,5,2,1,8,59.7,59,1.4,0
14435,1.91,0,3,1,2,2,5,67.7,64,1.5,0
14446,1.51,1,4,3,2,2,8,62.4,63,1.35,0
14447,1.7,1,3,3,1,0,8,63.3,60,1.35,0
14457,2.25,1,1,0,2,2,8,61.8,62,1.34,0
14461,2.71,1,0,1,1,0,3,57.1,61,1.43,0
14498,1.51,1,5,3,1,0,7,60.2,56,1.49,1
14499,1.5,1,6,3,2,1,8,62.1,58,1.35,0
14507,2.5,1,0,2,2,2,8,64.6,61,1.37,0
14522,2.01,1,3,0,2,1,8,64.7,63,1.3,0
14540,1.9,1,5,1,2,1,5,60.1,59,1.39,0
14545,2.03,1,3,0,2,1,8,64,57,1.33,0
14589,2.61,1,0,0,2,1,8,61.7,61,1.34,0
14589,2.61,1,0,0,2,1,8,63.5,59,1.34,0
14617,1.8,1,4,1,2,1,7,63,62,1.34,0
14687,1.51,1,6,2,2,2,8,62.8,58,1.36,0
14714,1.82,1,6,3,2,2,3,58.5,60,1.42,0
14721,2.01,1,3,0,1,1,8,60.1,62,1.34,0
14727,2,1,2,1,2,1,7,60,62,1.35,0
14734,2.02,0,1,2,2,2,8,65.9,58,1.3,0
14743,1.81,1,2,3,2,1,8,62.1,61,1.34,0
14765,1.91,1,4,1,2,1,3,63.4,60,1.34,0
14792,2.21,1,2,0,2,2,8,62.6,61,1.34,0
14811,1.6,1,4,3,2,1,8,62.4,60,1.4,0
14816,1.29,1,6,5,1,1,8,61.9,56,1.43,0
14827,2.1,1,0,5,2,1,8,63.5,59,1.42,0
14851,2,1,2,1,2,1,8,62.4,62,1.34,0
14868,1.01,1,6,6,1,1,8,64.6,60,1.31,0
14871,2,1,3,0,2,1,8,63.4,61,1.37,0
14899,2.02,1,4,0,2,1,8,63.4,62,1.35,0
14902,1.7,1,4,2,2,2,7,59.1,60,1.36,0
14918,2.04,1,1,3,2,2,7,63.4,59,1.37,0
14928,1.7,1,6,1,2,2,8,63,60,1.35,0
14938,1.7,1,5,2,2,1,8,63.4,61,1.36,0
14958,1.85,0,4,4,2,1,3,67.9,53,1.29,0
14978,2.09,1,3,1,2,1,3,62.9,59,1.37,0
14980,1.8,1,4,1,2,2,8,59.6,59,1.41,0
14989,1.7,1,6,1,1,1,7,61.6,59,1.36,0
14989,2,1,2,1,2,1,7,61.7,59,1.38,0
15015,2.02,1,1,5,2,1,5,62.8,63,1.32,0
15031,2.01,1,1,0,2,2,8,62.9,59,1.34,0
15035,1.6,0,6,3,2,2,8,65.1,59,1.32,0
15054,1.6,1,6,2,2,1,7,63.3,60,1.34,0
15057,2.02,1,3,0,2,2,8,63.7,62,1.34,0
15063,1.8,1,6,1,1,1,8,63.5,60,1.36,0
15071,2.02,1,2,1,2,2,8,60.4,56,1.35,0
15084,2.21,1,1,0,2,1,8,62.9,57,1.4,0
15109,1.71,1,4,1,2,2,8,62,58,1.39,0
15119,2.16,1,1,5,2,2,3,63.5,58,1.37,0
15125,2.01,1,5,1,2,1,3,61.7,56,1.34,0
15126,1.8,1,4,1,2,2,8,63.8,61,1.35,0
15131,2.2,1,1,1,1,1,8,63.4,62,1.35,0
15133,2.02,1,3,0,1,2,8,61.8,58,1.35,0
15135,2.51,0,0,2,2,0,8,66.8,55,1.36,0
15163,1.81,0,3,2,2,1,8,65.9,53,1.3,0
15169,1.71,1,6,2,2,1,8,62.8,57,1.37,0
15203,1.72,1,3,1,2,2,8,63.9,59,1.34,0
15209,2.31,1,2,0,2,1,8,59.6,62,1.4,0
15214,1.8,1,3,2,2,1,8,60,61,1.35,0
15227,2.61,1,0,0,2,1,8,63.4,59,1.34,0
15234,2.01,1,1,1,2,2,8,62,59,1.44,0
15235,2.02,1,1,1,2,2,8,59.7,62,1.35,0
15241,2,1,6,0,2,1,8,60.1,59,1.4,0
15247,1.5,0,4,1,2,1,8,66.6,65,1.34,0
15256,2.01,1,1,2,2,2,8,62.5,54,1.36,0
15282,1.82,1,4,1,1,2,8,63.7,59,1.35,0
15285,2.6,1,0,0,2,1,8,61.9,62,1.34,0
15344,1.71,1,4,5,2,1,5,60.5,60,1.4,0
15367,2.01,1,2,0,2,1,8,62.9,61,1.36,0
15368,2,1,2,1,2,1,8,60.4,61,1.32,0
15368,2,1,2,1,2,1,8,61.1,58,1.34,0
15418,1.8,1,3,1,2,2,8,62.2,62,1.37,0
15437,1.7,1,4,2,2,1,8,61.2,59,1.4,0
15438,2.02,1,2,0,2,1,8,62.7,63,1.36,0
15466,1.7,1,5,1,1,1,8,60.7,57,1.37,0
15474,2.33,1,1,1,2,2,3,61.7,62,1.34,0
15492,2.01,1,5,0,1,1,7,64.6,57,1.35,0
15506,2.02,1,2,1,2,2,7,63.4,62,1.34,0
15514,2.03,1,3,0,2,1,7,62.8,59,1.44,0
15522,1.51,1,5,5,2,2,5,59.4,60,1.32,0
15545,1.71,1,6,2,1,1,8,63.6,59,1.35,0
15560,1.5,0,6,6,2,2,7,56,63,1.41,0
15565,1.9,0,6,3,2,0,3,67,62,1.3,0
15618,1.9,1,1,5,2,2,7,58.6,59,1.34,0
15622,2.02,0,6,1,1,0,2,65.6,56,1.46,0
15635,1.8,1,3,1,2,2,5,63.9,57,1.34,0
15635,2.2,1,1,3,2,2,8,63.7,62,1.34,0
15656,1.53,1,5,4,2,2,8,63.7,57,1.38,0
15665,1.72,1,5,2,2,2,8,64.7,55,1.36,0
15703,1.92,1,5,1,2,2,5,60.6,60,1.35,0
15732,1.6,1,6,3,2,1,8,59.8,57,1.36,0
15752,1.5,1,6,5,2,0,8,64.2,64,1.45,0
15777,2.65,1,0,0,2,1,8,58.8,60,1.39,0
15782,2.5,1,1,0,2,1,8,61.5,61,1.38,0
15787,1.8,1,4,1,2,1,8,62.8,61,1.4,0
15805,2.5,0,0,2,2,2,8,65.6,58,1.35,0
15808,1.6,1,5,2,2,2,8,63.4,58,1.36,0
15837,1.85,1,6,1,2,1,8,63.7,56,1.38,0
15865,1.7,1,4,3,2,1,8,59.6,63,1.32,0
15896,3.02,0,0,0,1,0,0,61,51,1.45,4
15904,2.51,0,1,0,2,1,8,65.7,62,1.3,0
15908,2.5,1,1,0,2,1,3,60.1,58,1.4,0
15920,1.5,1,5,4,2,2,8,62.5,56,1.36,0
15923,2.16,1,3,0,2,1,8,63.3,59,1.34,0
15938,2.01,1,1,2,2,2,8,62.4,59,1.39,0
15948,1.73,1,6,1,2,2,8,61.9,58,1.34,0
15962,1.7,1,4,2,2,1,8,64.9,52,1.42,0
15962,1.7,1,3,3,2,2,8,64.6,57,1.34,0
15990,2.2,1,4,0,2,1,8,63.3,60,1.35,0
16002,2.05,0,3,0,1,1,8,56.3,57,1.44,0
16019,1.51,1,5,4,2,2,8,62.1,62,1.32,0
16053,2,1,2,1,2,2,8,61,62,1.35,0
16091,2.02,1,3,0,2,2,7,63.3,58,1.41,0
16135,2.01,1,5,1,2,2,3,63.4,61,1.34,0
16147,1.71,1,6,3,1,1,8,63.9,61,1.34,0
16147,1.71,1,6,2,2,1,8,63.1,62,1.36,0
16178,2.51,1,1,0,2,1,5,60.9,62,1.34,0
16205,1.5,1,6,4,2,1,8,64.2,59,1.36,0
16216,2.18,0,1,2,2,2,8,65.8,56,1.3,0
16233,1.7,1,4,3,2,1,8,62,62,1.35,0
16241,2.78,1,0,0,2,1,8,63.1,60,1.34,0
16252,2.24,1,3,0,2,2,7,62.6,60,1.37,0
16288,2,1,2,1,2,1,8,63.3,61,1.34,0
16292,2.01,0,2,3,2,1,8,67.5,53,1.26,0
16296,2.79,1,0,0,2,1,8,59.9,61,1.39,0
16337,1.51,1,5,5,2,2,8,60.6,62,1.38,0
16340,2.04,1,1,2,2,2,8,62.7,61,1.38,0
16346,2.01,1,3,0,2,2,8,62.5,56,1.37,0
16350,2.8,1,0,0,2,1,8,63.4,60,1.34,0
16361,2.72,1,0,1,2,2,2,60.4,60,1.46,0
16387,2.2,1,2,0,2,1,5,59.4,62,1.44,0
16456,1.52,1,4,4,2,2,8,64.8,62,1.3,0
16463,2.21,1,2,0,2,2,8,64.3,60,1.37,0
16491,2,1,3,2,2,1,3,60.5,60,1.39,0
16504,2.01,1,2,1,2,1,8,62.7,59,1.34,0
16563,1.71,1,6,5,2,1,3,64.2,58,1.37,0
16566,2.01,1,2,2,1,1,8,64.6,62,1.33,0
16576,1.23,1,6,6,1,1,8,58.4,60,1.39,0
16616,2.02,1,5,0,1,1,7,64.8,57,1.42,0
16619,1.7,1,5,2,2,1,8,63.2,57,1.41,0
16638,1.7,1,4,4,2,1,8,60.2,61,1.39,0
16651,2.17,1,2,1,2,2,4,63,60,1.38,0
16659,1.5,1,6,6,2,1,8,61.4,63,1.39,0
16664,2.5,1,1,0,2,1,7,61.9,60,1.35,0
16691,2.5,1,0,1,2,2,8,62,60,1.38,0
16726,2.01,1,4,2,2,0,3,63.3,54,1.35,0
16743,2.1,1,4,1,2,2,1,63.1,62,1.34,0
16754,2.5,1,2,0,2,1,7,60.2,61,1.34,0
16766,2.01,1,2,1,2,2,8,63.1,60,1.34,0
16834,2.01,0,4,3,2,1,3,65.6,57,1.32,0
16848,2.01,1,2,2,2,1,7,63.8,57,1.35,0
16863,1.75,1,5,2,1,1,8,62.5,57,1.41,0
16877,2,0,4,2,2,0,3,68.6,55,1.41,0
16888,2.01,1,2,1,2,2,8,62.4,60,1.37,0
16904,1.7,1,5,2,2,1,8,63,58,1.35,0
16950,1.8,1,5,1,2,2,8,62.1,60,1.42,0
16989,2.01,1,6,1,1,1,3,64.5,59,1.42,0
16994,2.03,1,4,1,2,1,3,63.4,58,1.35,0
17002,2.5,1,1,0,2,2,8,63.2,59,1.35,0
17054,2.02,1,3,1,2,2,7,61.6,60,1.37,0
17064,2,1,3,1,2,1,7,64.3,64,1.32,0
17082,1.81,1,5,5,2,2,3,63.5,58,1.44,0
17091,1.6,1,4,6,2,2,8,57.4,59,1.36,0
17096,1.71,0,5,3,2,2,8,66,52,1.3,0
17104,2.01,1,6,0,2,1,8,60.1,62,1.44,0
17111,2.01,0,2,2,2,2,7,65.6,61,1.3,0
17123,2.55,1,0,1,2,2,8,62.8,57,1.36,0
17134,2,1,4,1,2,0,8,62.4,62,1.33,0
17134,2.01,1,2,3,2,1,8,63.4,54,1.28,0
17148,1.74,1,5,2,2,1,8,64,61,1.39,0
17164,2,1,6,1,2,0,4,60.7,59,1.33,0
17168,2.01,1,2,2,2,2,8,62.8,58,1.39,0
17197,2,1,2,1,2,1,8,58,63,1.43,0
17239,1.75,1,3,3,2,2,8,58.8,56,1.46,0
17268,2.51,1,1,0,2,1,8,63.1,61,1.38,0
17273,2.5,1,1,0,2,1,8,64.7,56,1.3,0
17293,1.3,1,6,6,2,2,8,59.6,62,1.43,0
17300,2.05,1,2,2,2,2,7,58.6,61,1.39,0
