price,carat,cut,color,clarity,polish,symmetry,flourescence,depth,table,length_width,culet,delivery
7973,1.40,VeryGood,H,SI1,Excellent,VeryGood,None,62.3,62.0,1.35,None,Dec11
8011,1.21,VeryGood,F,VS2,Excellent,VeryGood,None,60.4,60.0,1.34,None,Dec11
8015,1.20,VeryGood,F,VS2,Excellent,VeryGood,None,61.9,60.0,1.35,None,Dec20
8016,1.16,VeryGood,D,VS2,Good,Good,None,60.0,57.0,1.52,None,Dec11
8023,1.38,VeryGood,G,SI1,Excellent,VeryGood,Faint,61.0,61.0,1.38,None,Dec11
8024,1.13,VeryGood,F,VVS1,Good,Good,None,62.0,60.0,1.40,None,Dec6
8027,1.50,VeryGood,I,SI1,Excellent,VeryGood,None,63.1,61.0,1.34,None,Dec11
8031,1.70,VeryGood,J,SI2,Excellent,VeryGood,None,58.6,59.0,1.41,None,Dec6
8038,1.01,VeryGood,D,VVS1,VeryGood,VeryGood,Faint,61.6,61.0,1.33,None,Dec11
8042,1.50,VeryGood,E,SI2,Excellent,Good,Medium,60.8,61.0,1.32,None,Dec11
8042,1.54,VeryGood,J,VVS2,Excellent,Excellent,None,63.0,58.0,1.35,None,Dec11
8049,1.51,VeryGood,I,SI1,Excellent,VeryGood,None,63.1,60.0,1.35,None,Dec11
8054,1.20,VeryGood,F,VVS2,Excellent,Excellent,None,57.2,62.0,1.45,None,Dec11
8055,1.35,VeryGood,F,SI1,Excellent,Excellent,Faint,62.6,59.0,1.47,None,Dec11
8057,1.08,Good,D,VS1,VeryGood,VeryGood,None,56.7,64.0,1.36,None,Dec11
8065,1.30,Good,D,VS2,Excellent,Good,None,66.8,60.0,1.31,None,Dec11
8081,1.50,VeryGood,I,SI1,Excellent,Excellent,None,60.4,62.0,1.36,None,Dec6
8082,1.00,VeryGood,E,VVS1,Excellent,Excellent,None,62.6,62.0,1.33,None,Dec5
8091,1.01,Good,D,VVS1,Excellent,VeryGood,None,68.8,55.0,1.30,None,Dec11
8095,1.30,Good,G,VVS2,Excellent,VeryGood,None,66.1,56.0,1.45,None,Dec11
8116,1.80,Good,J,SI1,Excellent,Excellent,Medium,68.9,53.0,1.30,None,Dec6
8123,1.50,VeryGood,G,SI2,Excellent,VeryGood,None,60.5,58.0,1.38,None,Dec11
8123,1.80,Good,J,SI1,Excellent,Excellent,None,65.9,54.0,1.28,None,Dec11
8125,1.70,VeryGood,J,SI2,Excellent,Excellent,None,60.9,63.0,1.36,None,Dec11
8129,1.51,VeryGood,G,SI2,Excellent,Excellent,None,64.2,58.0,1.36,None,Dec11
8143,1.02,VeryGood,D,VVS1,Excellent,VeryGood,None,61.8,56.0,1.55,None,Dec11
8147,1.20,VeryGood,F,VS1,Excellent,VeryGood,None,64.3,63.0,1.40,None,Dec6
8150,1.20,VeryGood,E,VS2,Excellent,Excellent,None,63.4,60.0,1.35,None,Dec11
8151,1.30,VeryGood,E,SI1,VeryGood,VeryGood,None,63.4,59.0,1.39,None,Dec5
8164,1.01,VeryGood,D,VVS2,Excellent,VeryGood,None,62.2,62.0,1.48,None,Dec11
8164,1.01,VeryGood,E,VVS1,Excellent,VeryGood,None,63.1,59.0,1.44,None,Dec5
8170,1.20,Good,F,VVS2,Excellent,VeryGood,None,65.5,56.0,1.28,None,Dec20
8173,1.50,VeryGood,E,SI2,Excellent,Good,Strong,62.9,56.0,1.29,None,Dec11
8173,1.80,VeryGood,J,SI2,Excellent,VeryGood,None,61.4,61.0,1.34,None,Dec6
8184,1.51,VeryGood,I,SI1,Excellent,Excellent,Medium,62.5,62.0,1.36,None,Dec6
8185,1.21,Good,F,VS2,Excellent,Good,None,64.0,66.0,1.34,VerySmall,Dec6
8194,1.80,VeryGood,J,SI2,Excellent,VeryGood,None,60.6,61.0,1.34,None,Dec11
8195,1.51,VeryGood,E,SI2,VeryGood,VeryGood,StrongBlue,62.4,54.0,1.42,None,Dec6
8198,1.40,Good,H,IF,Excellent,VeryGood,None,68.3,53.0,1.33,None,Dec6
8201,1.02,VeryGood,D,VVS1,Excellent,VeryGood,None,58.0,61.0,1.41,None,Dec8
8211,1.22,VeryGood,G,VS1,Excellent,VeryGood,None,61.0,56.0,1.34,None,Dec7
8212,1.20,Good,E,SI1,Excellent,VeryGood,Faint,65.3,59.0,1.30,None,Dec6
8220,1.50,VeryGood,F,SI2,Excellent,Excellent,None,60.4,60.0,1.36,None,Dec11
8222,1.50,VeryGood,H,SI2,Excellent,VeryGood,None,59.9,61.0,1.35,None,Dec11
8227,1.01,VeryGood,D,VVS1,Excellent,Excellent,None,64.5,57.0,1.35,None,Dec11
8229,1.04,VeryGood,D,VVS1,VeryGood,Good,MediumBlue,60.6,64.0,1.58,None,Dec11
8231,1.10,VeryGood,D,VVS2,VeryGood,VeryGood,None,58.5,62.0,1.55,None,Dec11
8245,1.50,Good,H,SI1,Excellent,VeryGood,None,65.8,55.0,1.27,None,Dec11
8248,1.31,VeryGood,F,SI1,Excellent,VeryGood,None,62.3,61.0,1.35,None,Dec20
8252,1.20,VeryGood,F,VS1,Excellent,VeryGood,None,59.2,62.0,1.41,None,Dec20
8257,1.20,VeryGood,D,VS1,Excellent,Excellent,Faint,64.9,59.0,1.37,None,Dec11
8281,1.56,VeryGood,I,VS2,Excellent,Excellent,MediumBlue,61.6,58.0,1.36,None,Dec6
8288,1.41,Good,D,SI1,Excellent,VeryGood,Medium,68.4,54.0,1.48,None,Dec6
8302,1.50,VeryGood,F,SI2,Excellent,Good,None,63.4,62.0,1.33,None,Dec11
8311,1.51,VeryGood,D,SI2,Excellent,VeryGood,Medium,63.1,58.0,1.40,None,Dec11
8313,1.50,VeryGood,G,SI2,Excellent,VeryGood,None,63.4,61.0,1.35,None,Dec11
8316,1.51,VeryGood,D,SI2,Excellent,VeryGood,Medium,63.5,59.0,1.34,None,Dec11
8322,1.03,VeryGood,D,IF,Excellent,VeryGood,Strong,61.2,61.0,1.38,None,Dec6
8325,1.60,VeryGood,I,SI1,VeryGood,VeryGood,None,61.6,62.0,1.36,None,Dec11
8328,1.50,VeryGood,I,VS1,Excellent,VeryGood,None,62.7,56.0,1.44,None,Dec11
8333,1.00,VeryGood,F,IF,Excellent,VeryGood,None,62.9,62.0,1.35,None,Dec6
8343,1.21,VeryGood,G,VS1,Excellent,Excellent,None,63.7,59.0,1.38,None,Dec6
8344,1.70,Good,H,SI2,Excellent,VeryGood,None,67.0,62.0,1.33,None,Dec11
8367,1.50,VeryGood,G,SI2,VeryGood,Good,None,62.1,58.0,1.37,None,Dec11
8372,1.52,VeryGood,D,SI2,VeryGood,VeryGood,Medium,62.4,59.0,1.33,None,Dec11
8389,1.51,Good,E,SI2,Excellent,Good,None,56.6,61.0,1.22,None,Dec6
8395,1.20,VeryGood,D,VS2,Excellent,VeryGood,None,63.4,61.0,1.39,None,Dec20
8406,1.20,VeryGood,F,VVS1,Excellent,VeryGood,None,62.9,59.0,1.35,None,Dec8
8406,1.80,VeryGood,J,SI1,Excellent,Excellent,Faint,63.7,60.0,1.38,None,Dec11
8417,1.01,Good,E,VVS1,VeryGood,VeryGood,None,65.5,60.0,1.42,None,Dec6
8417,1.01,VeryGood,D,VVS2,Excellent,Excellent,None,62.1,60.0,1.39,None,Dec11
8417,1.51,VeryGood,I,VS1,Excellent,VeryGood,Faint,64.2,58.0,1.32,None,Dec11
8418,1.51,Good,I,VS2,Excellent,VeryGood,None,65.2,59.0,1.30,None,Dec6
8429,1.20,VeryGood,D,VS2,Excellent,Excellent,Faint,62.2,56.0,1.43,None,Dec6
8440,1.50,VeryGood,I,SI1,Excellent,Excellent,None,61.2,60.0,1.36,None,Dec11
8449,1.53,VeryGood,I,VS2,Excellent,Excellent,None,62.2,57.0,1.34,None,Dec11
8455,1.50,VeryGood,G,SI2,VeryGood,VeryGood,None,62.9,63.0,1.36,None,Dec6
8463,1.20,VeryGood,E,SI1,Excellent,Excellent,None,63.3,59.0,1.36,None,Dec6
8479,1.00,VeryGood,D,IF,Excellent,VeryGood,None,62.0,60.0,1.39,None,Dec11
8497,1.20,VeryGood,D,VS2,Excellent,Excellent,None,63.9,58.0,1.34,None,Dec11
8501,1.51,Good,I,VVS2,Excellent,Excellent,None,65.9,63.0,1.30,None,Dec6
8506,1.01,VeryGood,D,VVS2,Excellent,VeryGood,None,63.7,58.0,1.39,None,Dec6
8524,1.03,VeryGood,D,VVS1,Excellent,Excellent,None,63.3,58.0,1.35,None,Dec11
8528,1.04,VeryGood,E,VVS1,Excellent,VeryGood,None,60.9,60.0,1.39,None,Dec11
8531,1.81,VeryGood,I,SI2,Excellent,VeryGood,None,62.7,60.0,1.38,None,Dec6
8535,1.50,VeryGood,F,SI2,Excellent,VeryGood,Faint,62.7,60.0,1.35,None,Dec11
8542,1.20,VeryGood,E,VS1,Excellent,VeryGood,None,57.3,62.0,1.36,VerySmall,Dec11
8546,1.90,VeryGood,J,VS2,Excellent,VeryGood,Strong,63.4,59.0,1.34,None,Dec11
8547,1.50,VeryGood,G,SI1,Excellent,VeryGood,Medium,63.1,58.0,1.35,None,Dec11
8551,1.24,VeryGood,F,VS1,Excellent,Excellent,None,60.1,57.0,1.44,None,Dec6
8551,1.30,VeryGood,F,VS2,Excellent,VeryGood,Medium,63.0,61.0,1.36,None,Dec6
8559,1.20,VeryGood,E,VVS2,Excellent,VeryGood,StrongBlue,57.5,63.0,1.37,None,Dec6
8565,1.51,VeryGood,I,SI1,Excellent,VeryGood,None,61.7,63.0,1.36,None,Dec11
8586,1.31,VeryGood,G,VS2,Excellent,VeryGood,None,59.1,61.0,1.31,None,Dec6
8591,1.50,VeryGood,H,SI1,VeryGood,VeryGood,None,63.3,58.0,1.35,None,Dec11
8592,1.60,VeryGood,H,SI2,Excellent,VeryGood,None,62.6,60.0,1.34,None,Dec11
8593,1.61,VeryGood,J,VVS1,Excellent,VeryGood,Medium,62.6,62.0,1.44,None,Dec11
8598,1.70,VeryGood,H,SI2,Excellent,VeryGood,Faint,63.3,60.0,1.36,None,Dec6
8601,1.50,VeryGood,E,SI2,Excellent,VeryGood,Medium,63.5,58.0,1.35,None,Dec11
8605,1.51,VeryGood,E,SI2,Excellent,VeryGood,Medium,61.3,59.0,1.34,None,Dec11
8610,1.25,VeryGood,E,VS2,Excellent,VeryGood,None,61.6,58.0,1.36,None,Dec5
8620,1.70,VeryGood,H,SI2,Excellent,VeryGood,Faint,62.0,60.0,1.35,None,Dec11
8621,1.50,VeryGood,I,VS2,Excellent,VeryGood,None,61.2,59.0,1.34,None,Dec11
8646,1.61,VeryGood,H,SI2,Excellent,VeryGood,None,62.9,60.0,1.34,None,Dec11
8651,1.40,VeryGood,H,VS1,Excellent,VeryGood,None,62.6,60.0,1.30,None,Dec11
8669,1.50,VeryGood,D,SI2,Excellent,Good,None,64.6,64.0,1.34,None,Dec11
8670,1.50,VeryGood,F,SI2,Excellent,VeryGood,None,60.5,59.0,1.37,None,Dec11
8676,1.52,VeryGood,I,VS1,Excellent,VeryGood,None,60.9,55.0,1.29,None,Dec11
8677,1.50,VeryGood,I,VS1,Excellent,VeryGood,None,61.9,61.0,1.34,None,Dec11
8692,1.51,VeryGood,I,VS2,Excellent,VeryGood,None,64.4,60.0,1.34,None,Dec11
8697,1.44,Good,D,VS2,Excellent,Excellent,Strong,69.0,54.0,1.37,None,Dec6
8703,1.06,VeryGood,E,VVS1,Good,VeryGood,None,62.1,59.0,1.40,None,Dec6
8706,1.11,VeryGood,E,VVS1,Excellent,VeryGood,None,59.1,63.0,1.44,None,Dec11
8722,1.40,VeryGood,H,VS2,Excellent,VeryGood,None,62.9,58.0,1.36,None,Dec11
8722,1.40,VeryGood,H,VS2,Excellent,VeryGood,None,63.3,61.0,1.34,None,Dec11
8727,1.71,VeryGood,J,SI1,Excellent,VeryGood,Faint,61.0,60.0,1.40,None,Dec6
8732,1.50,VeryGood,G,SI2,Excellent,Good,None,63.2,60.0,1.38,None,Dec11
8734,1.01,VeryGood,D,VVS2,VeryGood,VeryGood,None,61.6,60.0,1.36,None,Dec11
8734,1.51,VeryGood,I,VS1,Excellent,Excellent,Faint,61.5,60.0,1.40,None,Dec20
8734,1.80,VeryGood,J,SI1,Excellent,VeryGood,None,63.5,61.0,1.34,None,Dec20
8750,1.54,VeryGood,I,VS1,Excellent,Excellent,None,61.7,59.0,1.34,None,Dec6
8751,1.20,VeryGood,D,VS2,Excellent,VeryGood,None,62.4,61.0,1.39,None,Dec6
8758,1.70,Good,I,SI2,Excellent,Good,None,58.7,65.0,1.27,None,Dec6
8775,1.51,VeryGood,I,VS1,Excellent,VeryGood,Faint,62.9,63.0,1.35,None,Dec11
8782,1.34,VeryGood,F,SI1,Excellent,VeryGood,None,62.2,60.0,1.40,None,Dec11
8791,1.01,VeryGood,D,VVS2,Excellent,Excellent,None,62.0,58.0,1.36,None,Dec11
8793,1.04,VeryGood,E,VVS1,Excellent,Excellent,None,63.1,57.0,1.35,None,Dec11
8814,1.01,Good,D,IF,VeryGood,VeryGood,Medium,67.1,61.0,1.39,None,Dec6
8821,1.30,VeryGood,G,VS1,Excellent,Good,None,60.5,62.0,1.39,None,Dec11
8821,1.30,VeryGood,G,VS1,Excellent,VeryGood,Faint,60.0,58.0,1.38,None,Dec20
8837,1.50,VeryGood,H,SI1,Excellent,VeryGood,None,63.3,60.0,1.34,None,Dec6
8839,1.51,VeryGood,F,SI2,Excellent,VeryGood,None,63.5,58.0,1.35,None,Dec11
8867,1.70,VeryGood,H,SI2,Excellent,Good,MediumBlue,63.2,60.0,1.37,None,Dec6
8893,1.50,VeryGood,G,SI2,Excellent,Excellent,None,64.5,63.0,1.34,None,Dec11
8897,1.52,VeryGood,I,VS2,Excellent,Excellent,Faint,63.5,58.0,1.35,None,Dec11
8899,1.70,VeryGood,I,SI2,Excellent,Excellent,None,60.6,61.0,1.40,None,Dec6
8907,1.21,VeryGood,D,VS2,Excellent,Excellent,None,63.4,62.0,1.40,None,Dec20
8907,1.50,VeryGood,I,VS2,Excellent,VeryGood,None,60.1,60.0,1.36,None,Dec6
8922,1.04,VeryGood,E,VVS1,VeryGood,VeryGood,None,61.6,60.0,1.38,None,Dec6
8942,1.34,VeryGood,G,VS2,VeryGood,VeryGood,None,62.2,59.0,1.34,None,Dec6
8943,1.20,VeryGood,D,VS2,Excellent,VeryGood,None,63.5,58.0,1.43,None,Dec6
8960,1.50,VeryGood,G,SI2,Excellent,VeryGood,None,63.1,60.0,1.35,None,Dec11
8964,1.70,VeryGood,G,SI2,Excellent,VeryGood,VeryStrong,62.5,61.0,1.37,None,Dec6
8968,1.00,VeryGood,D,IF,Excellent,VeryGood,None,64.3,54.0,1.47,None,Dec11
8968,1.10,VeryGood,E,VVS1,VeryGood,Good,None,63.5,62.0,1.32,Small,Dec6
8970,1.50,VeryGood,H,VS2,Excellent,VeryGood,None,63.0,57.0,1.37,None,Dec7
8974,1.51,VeryGood,G,SI2,Excellent,VeryGood,Faint,60.2,62.0,1.41,None,Dec11
8997,1.20,VeryGood,D,VS1,VeryGood,VeryGood,Medium,60.4,57.0,1.39,None,Dec6
9001,1.41,Good,G,VS2,Excellent,VeryGood,None,66.1,54.0,1.28,None,Dec6
9010,1.42,VeryGood,G,SI1,Excellent,VeryGood,None,63.3,62.0,1.39,None,Dec6
9013,1.21,VeryGood,D,VS2,Excellent,Excellent,None,64.4,57.0,1.35,None,Dec6
9015,1.50,Good,G,VS2,Excellent,VeryGood,Strong,67.0,64.0,1.37,None,Dec11
9030,1.30,VeryGood,D,SI1,Excellent,VeryGood,Faint,63.6,61.0,1.35,None,Dec6
9032,1.26,VeryGood,D,VS2,Excellent,Excellent,None,63.7,59.0,1.38,None,Dec11
9034,1.22,VeryGood,E,VS1,VeryGood,VeryGood,None,59.7,61.0,1.32,None,Dec6
9035,1.70,VeryGood,D,SI2,Excellent,VeryGood,Medium,63.9,57.0,1.37,None,Dec11
9048,1.51,VeryGood,H,SI1,Excellent,VeryGood,None,64.1,62.0,1.32,VerySmall,Dec11
9051,1.51,VeryGood,I,SI1,VeryGood,VeryGood,None,62.1,56.0,1.31,None,Dec6
9072,1.30,VeryGood,F,VS2,Excellent,Excellent,Faint,63.2,57.0,1.40,None,Dec6
9081,1.50,VeryGood,D,SI2,VeryGood,VeryGood,None,64.3,61.0,1.39,None,Dec11
9088,1.01,VeryGood,D,IF,Excellent,Excellent,Faint,60.1,61.0,1.44,None,Dec11
9108,1.37,VeryGood,G,SI1,Excellent,Excellent,None,63.6,59.0,1.34,None,Dec6
9120,2.00,VeryGood,J,SI2,Excellent,VeryGood,None,61.8,59.0,1.34,None,Dec5
9126,1.90,VeryGood,J,SI1,Excellent,VeryGood,Faint,60.2,58.0,1.34,None,Dec11
9127,1.60,VeryGood,I,SI1,Excellent,VeryGood,None,63.4,58.0,1.36,None,Dec11
9131,1.51,VeryGood,G,SI2,Excellent,VeryGood,Faint,64.8,55.0,1.39,None,Dec6
9141,1.50,VeryGood,H,SI1,Excellent,VeryGood,None,60.8,60.0,1.35,None,Dec11
9145,1.01,Good,E,VVS1,Excellent,VeryGood,None,55.9,62.0,1.36,None,Dec11
9159,1.71,VeryGood,I,SI2,VeryGood,Excellent,None,58.1,61.0,1.43,None,Dec6
9180,1.50,Good,G,SI1,Excellent,Good,Faint,66.8,56.0,1.31,None,Dec11
9201,1.51,VeryGood,I,VS1,Excellent,Excellent,Faint,63.0,60.0,1.35,None,Dec11
9215,1.56,VeryGood,I,VVS2,Excellent,VeryGood,Medium,63.5,57.0,1.48,None,Dec11
9216,1.22,VeryGood,D,VS2,Excellent,Excellent,None,60.6,60.0,1.41,None,Dec11
9220,1.32,VeryGood,G,VS1,Excellent,VeryGood,None,63.5,60.0,1.39,None,Dec20
9226,1.51,VeryGood,G,SI1,Excellent,Excellent,Strong,63.9,58.0,1.34,None,Dec11
9241,1.50,VeryGood,D,SI2,Excellent,VeryGood,None,64.4,60.0,1.35,None,Dec11
9258,1.70,VeryGood,I,VS2,Excellent,Good,Faint,62.3,61.0,1.34,None,Dec6
9278,1.52,Good,G,SI1,Excellent,VeryGood,Faint,66.9,65.0,1.29,None,Dec11
9281,1.80,VeryGood,I,SI2,Excellent,VeryGood,None,62.9,60.0,1.38,None,Dec20
9286,1.30,VeryGood,E,VS2,Excellent,VeryGood,None,65.0,61.0,1.32,None,Dec20
9298,1.51,VeryGood,G,VS2,Excellent,VeryGood,Strong,60.3,62.0,1.39,None,Dec11
9301,1.30,Good,E,VS1,Excellent,VeryGood,None,68.4,52.0,1.29,None,Dec6
9313,1.51,Good,J,VS1,Excellent,VeryGood,None,66.1,52.0,1.52,None,Dec6
9330,1.50,VeryGood,J,VS1,Excellent,VeryGood,None,59.5,63.0,1.31,None,Dec6
9344,2.00,VeryGood,I,SI2,Excellent,VeryGood,None,60.9,61.0,1.39,None,Dec6
9347,1.30,VeryGood,F,VS2,Excellent,VeryGood,None,60.5,60.0,1.39,None,Dec6
9359,1.01,VeryGood,D,VVS1,Excellent,VeryGood,None,62.4,56.0,1.34,None,Dec11
9366,1.01,VeryGood,D,IF,Excellent,Good,Medium,60.2,63.0,1.39,None,Dec11
9366,1.70,VeryGood,G,SI2,Excellent,VeryGood,StrongBlue,63.6,56.0,1.31,None,Dec6
9391,1.80,VeryGood,I,SI2,Excellent,VeryGood,None,63.2,59.0,1.34,None,Dec6
9400,1.04,Good,E,VVS1,VeryGood,VeryGood,None,56.8,57.0,1.41,None,Dec11
9401,1.40,VeryGood,H,VS2,Excellent,Excellent,None,62.6,60.0,1.38,None,Dec6
9414,1.80,VeryGood,J,VS1,Excellent,VeryGood,Medium,63.2,58.0,1.41,None,Dec11
9415,1.50,VeryGood,F,SI1,Excellent,Excellent,Strong,63.1,58.0,1.37,None,Dec11
9416,1.22,VeryGood,F,IF,Excellent,Excellent,Faint,62.4,57.0,1.35,None,Dec11
9424,1.50,Good,H,SI1,Excellent,VeryGood,None,65.7,63.0,1.30,None,Dec11
9456,1.49,VeryGood,H,SI1,Excellent,VeryGood,None,60.1,61.0,1.40,VerySmall,Dec6
9459,1.51,VeryGood,G,VS2,Excellent,Excellent,Strong,62.7,58.0,1.44,None,Dec6
9459,1.51,VeryGood,H,VS2,Excellent,VeryGood,Faint,64.4,62.0,1.32,None,Dec11
9461,1.30,VeryGood,D,VS2,Excellent,VeryGood,None,62.8,56.0,1.38,None,Dec11
9473,2.00,VeryGood,J,SI2,Excellent,Good,None,59.1,62.0,1.34,None,Dec11
9475,1.01,VeryGood,D,VVS1,Excellent,Excellent,None,64.3,56.0,1.35,None,Dec11
9498,1.28,VeryGood,F,VVS2,Excellent,Excellent,None,60.4,58.0,1.43,None,Dec11
9502,1.80,VeryGood,I,SI2,Excellent,VeryGood,None,60.9,62.0,1.34,None,Dec6
9520,1.08,VeryGood,D,VVS2,Good,VeryGood,None,62.3,58.0,1.42,None,Dec6
9535,1.80,VeryGood,I,SI2,Excellent,VeryGood,Faint,62.7,59.0,1.40,None,Dec11
9537,1.59,VeryGood,D,SI2,Excellent,VeryGood,Faint,61.0,61.0,1.37,None,Dec11
9560,1.50,VeryGood,G,VS2,Excellent,Excellent,Medium,61.6,56.0,1.37,None,Dec11
9567,1.31,VeryGood,E,VS2,Excellent,VeryGood,None,62.5,61.0,1.34,None,Dec20
9570,1.61,VeryGood,G,SI2,Excellent,Excellent,None,61.9,61.0,1.34,None,Dec6
9583,1.00,VeryGood,D,IF,Excellent,Excellent,None,57.3,62.0,1.35,None,Dec5
9586,1.50,VeryGood,H,SI1,Excellent,VeryGood,None,62.3,60.0,1.40,None,Dec11
9600,1.51,Good,G,VS2,Excellent,Good,Faint,65.3,56.0,1.28,None,Dec11
9600,1.51,VeryGood,G,VS2,Excellent,Excellent,Strong,63.2,58.0,1.37,None,Dec6
9602,1.00,VeryGood,D,IF,Excellent,VeryGood,None,64.0,53.0,1.43,None,Dec4
9602,1.50,VeryGood,I,VS1,Excellent,VeryGood,None,61.9,59.0,1.38,None,Dec6
9605,1.30,VeryGood,E,VS2,Excellent,VeryGood,None,63.4,62.0,1.34,None,Dec6
9611,1.51,VeryGood,D,SI1,Excellent,Excellent,Strong,63.3,60.0,1.34,None,Dec11
9630,1.70,VeryGood,H,SI2,Excellent,Excellent,None,58.8,59.0,1.37,None,Dec6
9630,1.70,VeryGood,I,SI1,VeryGood,VeryGood,None,61.9,60.0,1.32,None,Dec6
9637,1.50,VeryGood,I,VVS2,Excellent,Excellent,None,64.4,57.0,1.36,None,Dec11
9649,1.70,VeryGood,I,VS2,VeryGood,Good,None,62.0,63.0,1.36,None,Dec11
9675,1.40,VeryGood,G,VS2,Excellent,VeryGood,None,62.4,60.0,1.36,None,Dec6
9676,1.50,VeryGood,H,SI1,Excellent,VeryGood,None,63.3,60.0,1.44,None,Dec11
9689,1.50,VeryGood,H,VS2,Excellent,VeryGood,None,62.5,56.0,1.35,None,Dec6
9692,1.50,VeryGood,H,SI1,Excellent,Excellent,None,62.5,60.0,1.34,None,Dec11
9699,2.06,VeryGood,J,SI2,Excellent,Excellent,None,60.1,61.0,1.40,None,Dec6
9706,1.57,VeryGood,G,SI2,Excellent,Excellent,None,63.6,59.0,1.37,None,Dec11
9724,1.50,Good,E,VS2,Excellent,Good,Medium,66.2,54.0,1.28,None,Dec11
9725,1.54,VeryGood,D,SI2,Excellent,Excellent,None,61.8,60.0,1.40,None,Dec11
9740,1.01,VeryGood,D,IF,Excellent,VeryGood,None,61.4,56.0,1.34,None,Dec11
9741,1.70,VeryGood,I,VS2,Excellent,VeryGood,None,63.0,56.0,1.30,None,Dec11
9742,1.01,VeryGood,D,VVS1,VeryGood,VeryGood,Faint,61.6,59.0,1.41,None,Dec6
9751,1.51,VeryGood,E,SI2,Excellent,Excellent,None,62.3,57.0,1.48,None,Dec11
9759,1.50,Good,D,VS1,Excellent,Good,Strong,66.6,60.0,1.29,None,Dec11
9761,1.53,VeryGood,D,SI2,Excellent,Excellent,None,61.0,59.0,1.42,None,Dec11
9781,1.57,VeryGood,H,VS2,Excellent,Excellent,Medium,62.3,59.0,1.44,None,Dec11
9784,1.06,VeryGood,E,IF,VeryGood,Good,None,58.6,63.0,1.70,None,Dec11
9786,1.51,VeryGood,H,VS2,Excellent,VeryGood,None,62.1,61.0,1.35,None,Dec5
9795,1.51,VeryGood,H,SI1,Excellent,Excellent,None,62.4,58.0,1.34,None,Dec6
9795,1.81,VeryGood,G,SI2,Excellent,VeryGood,Strong,63.0,59.0,1.38,None,Dec6
9797,1.50,Good,E,SI2,VeryGood,VeryGood,None,56.6,60.0,1.37,None,Dec11
9810,1.50,VeryGood,H,VS2,Excellent,VeryGood,None,61.3,60.0,1.36,None,Dec6
9822,1.50,VeryGood,G,SI1,Excellent,VeryGood,None,57.8,60.0,1.30,None,Dec11
9822,1.50,VeryGood,H,SI1,Excellent,Excellent,None,62.0,61.0,1.37,None,Dec11
9850,1.40,Good,G,VS1,Excellent,VeryGood,None,68.8,53.0,1.28,None,Dec20
9851,1.53,VeryGood,E,SI1,VeryGood,VeryGood,Medium,64.5,58.0,1.54,None,Dec7
9851,1.70,VeryGood,H,SI2,Excellent,VeryGood,None,61.6,57.0,1.40,None,Dec6
9914,1.59,VeryGood,H,SI1,Excellent,VeryGood,Faint,63.2,60.0,1.34,None,Dec11
9916,1.50,Good,H,VVS2,Excellent,VeryGood,None,65.8,57.0,1.43,None,Dec6
9922,1.58,VeryGood,H,SI1,Excellent,Excellent,None,64.1,61.0,1.41,None,Dec11
9930,1.40,VeryGood,G,VS1,Excellent,VeryGood,None,62.8,62.0,1.34,None,Dec6
9934,1.00,Good,D,VVS1,Excellent,VeryGood,None,65.2,61.0,1.38,None,Dec11
9939,1.50,VeryGood,G,SI2,Excellent,VeryGood,None,59.7,61.0,1.39,None,Dec6
9959,1.50,VeryGood,G,SI1,Excellent,Excellent,Faint,62.5,58.0,1.40,None,Dec11
9968,1.51,VeryGood,G,SI1,Excellent,Excellent,Faint,63.6,59.0,1.35,None,Dec11
9974,1.00,Good,D,VVS1,Excellent,Excellent,Faint,66.1,58.0,1.38,None,Dec11
9984,2.01,Good,J,SI1,Excellent,VeryGood,None,67.1,53.0,1.25,None,Dec11
10038,1.80,VeryGood,I,SI1,Excellent,VeryGood,None,62.7,59.0,1.35,None,Dec6
10041,1.70,VeryGood,E,SI2,Excellent,VeryGood,Medium,62.3,61.0,1.34,None,Dec11
10046,1.11,Good,D,IF,VeryGood,Good,None,65.7,61.0,1.61,None,Dec5
10057,1.60,VeryGood,G,SI1,Excellent,VeryGood,Strong,63.3,62.0,1.34,None,Dec6
10059,1.07,VeryGood,D,IF,Excellent,VeryGood,None,61.5,57.0,1.34,None,Dec8
10065,1.20,VeryGood,D,VVS2,Excellent,VeryGood,None,59.6,63.0,1.35,None,Dec11
10077,1.03,VeryGood,D,IF,Excellent,VeryGood,None,58.8,60.0,1.40,None,Dec8
10080,1.51,VeryGood,D,SI2,Excellent,VeryGood,None,62.3,60.0,1.36,None,Dec6
10091,1.50,VeryGood,G,SI1,Excellent,VeryGood,None,59.2,62.0,1.32,None,Dec11
10098,1.50,VeryGood,G,VS1,Excellent,VeryGood,StrongBlue,59.4,62.0,1.40,None,Dec6
10099,1.70,VeryGood,G,SI2,VeryGood,VeryGood,Faint,62.9,55.0,1.30,None,Dec6
10116,2.02,VeryGood,J,VS2,Excellent,Excellent,VeryStrong,63.3,58.0,1.36,None,Dec6
10132,1.30,VeryGood,E,VS2,Excellent,Excellent,None,62.8,59.0,1.37,None,Dec6
10132,1.40,VeryGood,D,SI1,Excellent,Excellent,None,63.0,60.0,1.39,None,Dec6
10138,1.51,VeryGood,H,SI1,Excellent,Excellent,None,62.6,57.0,1.37,None,Dec6
